id,datetime,url,label,summary,cause,effect,sentiment,coins_mentioned
282,2023-01-11,https://cryptonews.com/news/mark-cuban-wants-buy-more-bitcoin-thinks-gold-buyers-are-dumb.htm,0,"Billionaire Mark Cuban expressed his desire to buy more Bitcoin despite it being down 75% from its peak, stating he wants the price to go lower so he can purchase more. Bitcoin is currently trading around $17,400, down from its all-time high of $69,000 in November 2021. Cuban defended Bitcoin against Bill Maher's preference for gold, arguing that both serve as stores of value but criticizing physical gold ownership. The investor remains bullish on crypto long-term, particularly favoring Ethereum for its smart contract capabilities.","Mark Cuban's bullish comments about wanting to buy more Bitcoin at lower prices, and his defense of cryptocurrency as a store of value compared to gold","Bitcoin trading at $17,400, down 75% from its $69,000 all-time high in November 2021",bullish,"BTC,ETH"
283,2023-01-11,https://cryptonews.com/news/group-one-beneficially-owns-13-of-microstrategy-in-big-bitcoin-bet-is-the-btc-bottom-in.htm,0,"Chicago-based trading firm Group One Trading has taken a significant bullish position on bitcoin by acquiring a 13% beneficial stake in MicroStrategy, including options to buy over 1.3 million shares. This move is unusual for a market maker to take such a directional bet on bitcoin exposure. MicroStrategy holds 132,500 BTC purchased at an average price of $30,391, though the current value has declined to approximately $2.31bn from the $4.03bn purchase price.","Group One Trading's massive bullish bet on MicroStrategy stock, which serves as a proxy for bitcoin investment, representing 13% beneficial ownership including stock options","No specific price movements mentioned, but MicroStrategy's bitcoin holdings show an unrealized loss with current value at $2.31bn versus $4.03bn purchase price (average purchase price $30,391 per BTC)",bullish,BTC
284,2023-01-12,https://cryptonews.com/news/el-salvador-just-approved-law-allow-it-issue-bitcoin-denominated-bonds.htm,0,"El Salvador's congress passed a digital securities law allowing the issuance of Bitcoin-backed bonds (Volcano Bonds) with 62 votes in favor. President Bukele plans to raise $500 million through these bonds to fund a Bitcoin City development and another $500 million for Bitcoin purchases. The bond launch was previously delayed due to economic instability from the Russia-Ukraine war. El Salvador currently holds 2,381 BTC purchased at an average of $43,357, now worth $43.2 million, representing a loss of over $60 million.",El Salvador's congress approval of digital securities law enabling Bitcoin-backed bond issuance and plans for Bitcoin City funding,"El Salvador's Bitcoin holdings currently valued at $43.2 million (2,381 BTC at ~$18,100 per Bitcoin), down over $60 million from $103.23 million invested at average price of $43,357",mixed,BTC
285,2023-01-12,https://cryptonews.com/news/today-in-crypto-nexos-bulgarian-offices-raided-samsung-to-list-bitcoin-futures-active-etf-in-hong-kong-trezor-saw-a-300-spike-in-sales.htm,0,"This appears to be a header or introduction to a cryptocurrency news digest rather than a full article with substantive content. The text only contains a brief description indicating it will provide daily crypto and blockchain news coverage, focusing on under-reported stories. No actual news content, price movements, or market analysis is present in the provided text.",No specific catalyst mentioned,No price movements or market effects mentioned,neutral,
286,2023-01-14,https://cryptonews.com/news/bitcoin-price-takes-breather-at-21k-two-month-high-is-30k-by-end-of-month-possible.htm,0,"Bitcoin extended its week-long rally, breaking past $20,000 for the first time since November and reaching a new yearly high of $21,383. Bulls are targeting $24,000 but face resistance at $21,000 and the 200-day EMA. Technical indicators show bullish momentum after breaking above key moving averages, though some analysts warn the move looks overextended and a pullback may be coming.","Bitcoin flipping above the 50-day EMA and then breaking past the 100-day EMA, along with moving through a falling trend line, triggered the sustained bullish momentum","Bitcoin price rose to $20,720 with a yearly high of $21,383, erasing the entire FTX implosion dump, with bulls now targeting $24,000 and potentially $30,000",mixed,BTC
287,2023-01-16,https://cryptonews.com/news/what-bitcoin-price-models-flashing-green-reveal-is-crypto-winter-turning-to-spring.htm,0,"Bitcoin has surged 27% in January 2023, trading near $21,000 and on track for its best monthly performance since October 2021. The rally has pushed Bitcoin above key technical indicators including its 200-Day Moving Average and Realized Price for the first time since December 2021. Market sentiment has shifted from fear to optimism, with analysts suggesting this represents a genuine market reversal rather than a bear market rally. The positive momentum is attributed to changing economic conditions, including expectations of lower inflation and reduced Federal Reserve tightening in 2023.","Shifting economic conditions including expectations of downside inflation surprises and easing Fed tightening expectations in 2023, contrasting with the aggressive rate hikes and inflation surprises of 2022","Bitcoin up 27% in January 2023 to around $21,000, Fear and Greed Index moved out of 'fear' territory for first time since April 2022, Bitcoin broke above 200-Day Moving Average and Realized Price (~$19,700) for first time since December 2021, 180-day call-put skew turned positive for first time in a year",bullish,BTC
288,2023-01-16,https://cryptonews.com/news/hive-blockchain-shares-are-up-100-ytd-deploys-intels-blockscale-chip-for-bitcoin-mining-machines.htm,0,"Bitcoin mining firm Hive Blockchain (HIVE) shares surged over 100% in early January 2023, rising from $1.53 to $3.13 between January 3-13. The company announced the commercial deployment of its proprietary HIVE BuzzMiner powered by Intel Blockscale ASIC chips. More than 1,500 units have been deployed across data centers in Canada and Sweden, with the ability to operate at 110-130 TH/s hash rates. HIVE claims to be the first public crypto miner to deploy its own ASIC mining rig, developed after months of collaboration with Intel.","Commercial deployment of HIVE's proprietary BuzzMiner ASIC mining rigs powered by Intel Blockscale chips, making HIVE the first public crypto miner to deploy its own ASIC mining equipment","HIVE shares jumped 104.6% from $1.53 on January 3 to $3.13 on January 13, 2023, reaching a peak of $3.18 on January 12",bullish,BTC
289,2023-01-16,https://cryptonews.com/news/why-crypto-prices-are-for-strong-week-ahead-as-bitcoin-strengthens-above-20k.htm,0,"After a prolonged bear market that saw Bitcoin fall from $69k to $15k, bullish sentiment is returning with Bitcoin breaking above $21k and other cryptocurrencies following suit. The market appears to have bottomed out according to analysts, with over 80% of Bitcoin now held by long-term holders who are resistant to volatility. Short sellers who expected further declines to $11k have been forced to cover positions, contributing to upward price pressure. Plan B predicts Bitcoin has bottomed and will continue rising into the 2024 halving and beyond, potentially reaching over $100k by 2025.","Falling inflation, increased likelihood of Fed pivot, seller exhaustion after 18 months of bear market, forced liquidation of short positions, and strong long-term holder accumulation with over 80% of Bitcoin held by diamond hands.","Bitcoin recovered from $15k lows to break above $21k threshold, Ethereum reclaimed $15k, smaller altcoins like Solana and Cardano made significant gains, short sellers forced to become buyers, and overall market sentiment shifted from bearish to bullish.",bullish,"BTC,ETH,SOL,ADA"
290,2023-01-16,https://cryptonews.com/news/why-bitcoin-hash-rate-mining-difficulty-headed-higher-great-news-for-bulls.htm,0,"Bitcoin mining difficulty increased by 10.26% to an all-time high of 37.59 trillion, indicating more miners are coming back online as Bitcoin prices recover. This represents the biggest difficulty increase since October 2022 when it rose 13.55%. Bitcoin broke above $21,000 over the weekend and is currently trading around $20,800. The increased mining activity suggests improving market conditions after 2022's crypto market downturn that wiped over $1 trillion in value.","Bitcoin price recovery and breaking above key resistance levels, with BTC passing $21,000, encouraging miners to come back online","Bitcoin mining difficulty increased by 10.26% to an all-time high of 37.59 trillion from 34.09 trillion, Bitcoin price reached above $21,000 and currently trading around $20,800",bullish,BTC
291,2023-01-17,https://cryptonews.com/news/bitcoin-transactions-surge-21-month-high-what-means-for-btc-price.htm,0,"Bitcoin transactions surged to nearly 300,000 on January 14th, the highest since April 2021, coinciding with BTC rising 28% in January to the $21,100s. The rally was driven by macro tailwinds including easing US inflation concerns and reduced Fed tightening expectations. However, on-chain metrics show transfer volume remains near multi-year lows and new address creation hasn't increased, suggesting the transaction surge isn't driven by new accumulation. Technical analysis indicates potential short-term pullback risk due to failure to break $21,500 resistance and overbought conditions.","Macro tailwinds including easing US inflation concerns after latest CPI and jobs reports, fresh evidence of slowing US economy, and reduced Fed tightening expectations encouraging easier financial conditions","Bitcoin price up 28% in January trading at $21,100s, Bitcoin Fear & Greed index moved above 50 for first time since April, $141 million in short position liquidations on Friday, modest uptick in funding rates across exchanges",mixed,BTC
292,2023-01-17,https://cryptonews.com/news/skybridge-capital-predicting-bitcoin-gets-35k-year-but-that-hope-over-realism.htm,0,"SkyBridge Capital founder Anthony Scaramucci predicts Bitcoin could reach $35,000 by end of 2023, calling it a 'recovery year' for crypto. The firm is betting on sustained crypto market turnaround driven by the upcoming Bitcoin halving in May 2024. Recent crypto rally saw Bitcoin break above $21,000 and Ethereum reach $1,600, with both gaining around 20% over the past week. The momentum was fueled by cooling U.S. inflation data showing annual inflation fell to 6.5% in December.",Cooling U.S. inflation data (annual inflation fell to 6.5% in December from 7.1% in November) and anticipation of the upcoming Bitcoin halving in May 2024,"Bitcoin passed $21,000 price mark, Ethereum reached around $1,600, both coins gained around 20% over the past week, major cryptocurrencies broke above key resistance levels",bullish,"BTC,ETH,SOL"
293,2023-01-17,https://cryptonews.com/news/bitcoin-bull-run-institutional-investors-look-like-they-are-still-sidelines.htm,0,"Bitcoin has surged 23% over the past week to trade at $21,188, breaking out of a two-month trading range of $16,000-$17,000. Despite the significant price increase, CryptoQuant analysis indicates that institutional investors remain on the sidelines and are not driving the current rally. The firm suggests this rise is more likely due to suppressed buying sentiment being released after the recent U.S. CPI data release, rather than indicating a genuine trend reversal.","Release of U.S. Consumer Price Index (CPI) data on January 12, showing CPI declined 0.1% in December 2022 and annual inflation at 6.5% (the smallest 12-month increase since October 2021), which released previously suppressed buying sentiment","Bitcoin price increased 23% over 7 days, 26% over the past month, and 2% in 24 hours, currently trading at $21,188, breaking above the $16,000-$17,000 range it had been stuck in for two months",mixed,BTC
294,2023-01-18,https://cryptonews.com/news/bitcoin-whales-show-confidence-in-latest-rally-as-they-refuse-to-sell-on-chain-data-reveals.htm,0,"Bitcoin has rallied 27% since the start of 2023, but on-chain data shows whale addresses are not selling during this pump, suggesting confidence in a potential bull market. Large and medium-sized Bitcoin holders (whales, sharks, crabs, and fish) have been accumulating since the FTX collapse, using price drops as buying opportunities. However, retail participation from smaller investors (shrimp addresses) has not yet accelerated, which is typically needed to confirm a bull market. The article also promotes several presale cryptocurrency projects including FightOut, Calvaria, C+Charge, and Meta Masters Guild.","Bitcoin whales and larger investors holding steady or accumulating during the recent rally, not selling into the 27% price increase, combined with medium-sized investors buying the dip after FTX collapse","Bitcoin price jumped around 27% since the start of the year, with whale addresses remaining steady at 1,900+ and crab addresses increasing from under 760,000 to close to 830,000",mixed,"BTC,FGHT,RIA,CCHG,MEMAG"
295,2023-01-18,https://cryptonews.com/news/bitcoin-entered-its-next-bull-market-cycle-analyst-thinks-it-might.htm,0,"A crypto analyst suggests Bitcoin may be entering a new bull market cycle that could last nearly 1000 days based on historical 4-year patterns. The analysis indicates Bitcoin has followed consistent cycles since 2015, with bull markets lasting 1064 days followed by 364-day bear markets. Technical indicators like Bitcoin breaking above its 200-day moving average and realized price support the bullish outlook, though future gains may be more modest than previous cycles.","Historical 4-year market cycle analysis showing consistent patterns since 2015, combined with technical indicators like Bitcoin breaking above 200-day moving average and realized price, plus expectations of potential Fed rate cuts due to easing inflation and slowing growth","Bitcoin pushing back above $20,000 level and holding, breaking above 200-day moving average around $19,500 for first time since late 2021, with potential target of $175,000 by 2025 based on 1000% rally from $15,500 lows",bullish,"BTC,FGHT,RIA,CCHG,MEMAG"
296,2023-01-18,https://cryptonews.com/news/crypto-prices-pump-as-us-retail-sales-producer-price-inflation-fall-more-than-expected.htm,0,"Bitcoin and crypto prices rallied following positive US economic data showing softening inflation and slowing retail sales. The weak retail sales (-1.1%) and lower producer price index (6.2% vs 6.8% expected) suggest the Federal Reserve may slow interest rate hikes. Bitcoin traded at $21,565 (up 0.9%) and Ethereum at $1,602 (up 0.85%), with technical indicators showing bullish signals. The article suggests this could mark the end of the crypto bear market if Bitcoin successfully breaks $30,000 resistance.","US economic data showing softening inflation (PPI at 6.2% vs 6.8% expected) and slowing retail sales (-1.1% vs -0.8% forecast), which suggests the Federal Reserve may slow down interest rate rises","Bitcoin up 0.9% to $21,565 and Ethereum up 0.85% to $1,602, with Bitcoin trading above its 200-day moving average and MACD showing bullish signals",bullish,"BTC,ETH,SOL,AVAX,MEMAG,FGHT"
297,2023-01-18,https://cryptonews.com/news/researchers-say-these-7-factors-will-determine-bitcoin-prices-2023.htm,0,"Bithumb's Economic Research Institute released a 2023 crypto market outlook identifying seven key factors that could affect Bitcoin and crypto prices. The exchange's researchers predict Bitcoin could reach $42,000 in the next 12 months if certain bullish conditions materialize, including Federal Reserve easing measures and Russia adopting crypto for cross-border trade. Other significant factors include potential crypto tax reforms in Japan, Brazil's crypto-friendly regulations, the SEC vs Ripple case outcome, Ethereum's Shanghai upgrade, and Mt. Gox compensation payouts.","Seven identified market factors including Federal Reserve policy changes, Russia's potential crypto adoption for trade, Japan crypto tax reforms, Brazil's regulatory framework, SEC vs Ripple case, Ethereum Shanghai upgrade, and Mt. Gox payouts","Bitcoin price target of $42,000 within 12 months, potential Asia-wide bull market from Japan tax changes, Latin American market revival from Brazil regulations, market stabilization from Ethereum upgrade, bearish pressure from Mt. Gox BTC release of 140,000 BTC from March to September",mixed,"BTC,ETH"
298,2023-01-19,https://cryptonews.com/news/crypto-crowd-sentiment-surges-as-bitcoin-bulls-bet-bottom.htm,0,"Bitcoin sentiment reached its second most bullish level in 14 months as BTC rallied above $21,000, with Santiment's Bitcoin Weight Social Sentiment index jumping to 1.219. The optimism was briefly dampened by DoJ FUD and US equity weakness, pushing BTC back to the $20,700s. Technical and on-chain indicators suggest this rally may be different from 2022's bear market traps, with Bitcoin back above its 200-Day Moving Average and analysts pointing to potential macro tailwinds in 2023. The article also promotes several presale cryptocurrency projects including Fight Out, Calvaria, C+Charge, and Meta Masters Guild.","Bitcoin's rebound above $21,000 for the first time since FTX collapse, combined with improving macro conditions including expected Fed rate cuts and clearing of speculative excess from the crypto industry","Bitcoin sentiment index reached 1.219, the most bullish since July 2022, though BTC pulled back to $20,700s due to DoJ FUD and profit-taking. Fear & Greed Index recovered above 50 before falling back to 45",bullish,"BTC,FGHT,RIA,CCHG,MEMAG"
299,2023-01-19,https://cryptonews.com/news/why-the-bitcoin-price-rally-is-stalling-on-shifting-interest-rates-and-growth-outlook-doj-enforcement-action-where-next-for-crypto.htm,0,"Bitcoin price recovered slightly by 0.4% to $20,910 after falling $1,000 following the arrest of Bitzlato exchange co-founder and weak US economic data. The crypto market remains highly correlated with traditional risk assets like stocks, with both S&P 500 and Nasdaq declining over 1%. Despite multiple headwinds including Genesis bankruptcy preparations, US debt ceiling issues, and ECB signaling continued rate hikes, analysts suggest the crypto rally could resume due to potential Fed policy flexibility amid recession fears.","Arrest of Bitzlato exchange co-founder Anatoly Legkodymov on money laundering charges, weak US retail sales and factory output data pointing to economic recession, Genesis bankruptcy preparations, US debt ceiling being reached, and ECB signaling continued interest rate hikes","Bitcoin fell $1,000 from $21,400 to $20,500 initially, then recovered 0.4% to $20,910. S&P 500 down 1% to 3,889 and Nasdaq down 1.08% to 10,836. Overall crypto market sentiment weakened due to correlation with risk assets",mixed,BTC
300,2023-01-19,https://cryptonews.com/news/new-bitcoin-address-momentum-looking-bullish-what-means-for-btc-price.htm,0,"Crypto analytics firm Glassnode data suggests Bitcoin may be entering a new bull market, with the 30-Day Simple Moving Average of New Addresses moving above the 200-Day SMA since November despite the FTX collapse. Bitcoin has recovered above its 200-Day Moving Average and Realized Price near $20,000, with the Net Unrealized Profit/Loss indicator back in positive territory. The analysis suggests improved macro conditions in 2023 could support further Bitcoin price appreciation, with potential resistance around $25,500. The article also promotes several cryptocurrency presale projects including Fight Out, Calvaria, C+Charge, and Meta Masters Guild.","New Bitcoin address momentum showing 30-Day SMA above 200-Day SMA since November, improved macro backdrop with expected Fed dovishness, and recovery of key technical indicators after FTX collapse","Bitcoin recovered above 200-Day Moving Average and Realized Price near $20,000, Net Unrealized Profit/Loss indicator turned positive, potential upside target of $25,500 if sustained push above $21,500 resistance",bullish,"BTC,FGHT,RIA,CCHG,MEMAG"
301,2023-01-20,https://cryptonews.com/news/bitcoin-supply-in-profit-metric-hits-4-month-high-what-this-means-for-btc-price.htm,0,"Bitcoin's 30-day EMA of Supply in Profit hit a 2-month high with 66.9% of Bitcoins in profit following a nearly 30% rally that pushed BTC above $21,000. Multiple technical indicators suggest the 2022 bear market may be ending, with Bitcoin breaking above key levels like its 200-Day Moving Average. However, weak fee revenue indicates limited on-chain activity, suggesting not all bullish signals are confirmed yet. Analysts expect 2023 to be more favorable than 2022 due to easing inflation and potential end of Fed rate hikes.","Bitcoin rally of nearly 30% since start of January, improved technical indicators breaking above 200-Day Moving Average and Realized Price, and expectations of easing macroeconomic conditions with Fed rate hiking cycle nearing completion","Bitcoin recovered from $17,000 to above $21,000, with 66.9% of Bitcoin supply now in profit (up from 50% at year start), and Supply in Profit 30-day EMA reaching 2-month high at over 10.5 million coins",mixed,BTC
302,2023-01-20,https://cryptonews.com/news/here-he-goes-again-bitcoin-is-hyped-up-fraud-says-jpmorgans-jamie-dimon-but-blockchain-is-deployable.htm,0,"JPMorgan Chase CEO Jamie Dimon called Bitcoin a 'hyped-up fraud' and a 'pet rock' during a CNBC interview at the World Economic Forum, continuing his years-long criticism of cryptocurrencies. Despite his negative stance on crypto, Dimon acknowledged the value of blockchain technology, which JPMorgan uses for various operations. The crypto community responded critically on Twitter, pointing out JPMorgan's past financial violations and Dimon's apparent lack of understanding of Bitcoin's open-source code. The article mentions that Bitcoin has shown recent price resurgence after a difficult start to 2023, though specific price numbers are not provided.","Jamie Dimon's harsh public criticism of Bitcoin at the World Economic Forum, calling it a 'hyped-up fraud' and questioning the 21 million coin limit",The article mentions Bitcoin showed 'signs of resurgence with a notable hike in its price over the past few weeks' but does not provide specific price numbers or immediate market reaction to Dimon's comments,mixed,BTC
303,2023-01-22,https://cryptonews.com/news/bitcoin-chinese-new-year-trade-been-winner-for-last-8-years.htm,0,"Bitcoin surged over the weekend to its highest level since August, reaching above $23,000 with gains of up to 10% ahead of Lunar New Year celebrations. Ethereum also registered significant gains, reaching around $1,674, its highest level since September. The rally aligns with historical patterns showing Bitcoin performs well during Lunar New Year, while recent cooling inflation data has also supported crypto markets. Both Bitcoin and Ethereum are up around 38% and 35% year-to-date respectively.",Lunar New Year holiday timing (historically bullish period for Bitcoin) and cooling U.S. inflation data showing annual inflation rate fell to 6.5% in December from 7.1% in November,"Bitcoin surged to over $23,000 (up 10% at one point, reaching local high of $23,282), Ethereum reached $1,674, total crypto market cap passed $1 trillion, Bitcoin up 38% YTD and Ethereum up 35% YTD",bullish,"BTC,ETH"
304,2023-01-23,https://cryptonews.com/news/realized-bitcoin-pl-ratio-about-rise-above-1-how-will-btc-price-impacted.htm,0,"Bitcoin's Realized Profit-Loss Ratio is approaching a key bullish threshold for the first time since April, suggesting the market may be transitioning from a bear to bull phase. Historical patterns indicate Bitcoin could be following predictable 4-year market cycles, with technical indicators pointing to a potential market bottom. Bitcoin has gained 37.5% this month, trading in the upper $22,000s, while multiple on-chain metrics suggest bearish sentiment may be exhausted.","The 30-Day SMA of Bitcoin's Realized Profit-Loss Ratio is about to move above 1.0, indicating sellers with unrealized losses have been exhausted and healthier demand exists. Additionally, a more favorable macro environment with the Fed's rate hiking cycle potentially ending and inflation falling back toward 2% target.","Bitcoin trading in upper $22,000s with 37.5% monthly gains, its best performance since October 2021. Bitcoin surged above its 200-Day SMA and Realized Price levels. Multiple technical indicators including New Addresses Momentum and RHODL Multiple trending higher, with Fear and Greed Index recovering to neutral above 50.",bullish,BTC
305,2023-01-23,https://cryptonews.com/news/berlins-tv-tower-lights-up-with-giant-bitcoin-logo-twitter-user-just-claimed-responsibility.htm,0,"Bitcoin activists in Berlin projected the Bitcoin logo onto iconic landmarks including the Berliner Fernsehturm tower and the Berlin Wall to promote cryptocurrency awareness. Tilo Neumann, a Bitcoin advocate, organized these projection campaigns using DIY equipment to draw public attention to Bitcoin's potential as the future of finance. The activists aimed to promote Bitcoin as representing hope for a fair and free world, contrasting it with traditional fiat currency systems.",Grassroots Bitcoin promotion campaign involving projecting Bitcoin logos on famous Berlin landmarks to increase public awareness and visibility,No specific price movements or market effects mentioned - purely promotional activity aimed at increasing Bitcoin visibility to the general public,bullish,BTC
306,2023-01-23,https://cryptonews.com/news/indicator-suggests-bitcoin-holders-are-selling-coins-newbies-what-does-mean-for-btc-price.htm,0,"Bitcoin's Realized HODL Multiple has reached its highest level since May 2022, indicating potential market bottom formation as the metric historically signals upcoming bull markets when recovering from sub-0.5 levels. BTC has rallied nearly 40% this month, trading in the upper $22,000s and on track for its best monthly performance since October 2021. Multiple technical indicators including the 200-Day SMA breach and improving macro conditions with Fed rate hike cycle nearing completion support potential trend reversal. The analysis suggests Bitcoin's downside risks have diminished compared to 2022, though uncertainty remains about whether this represents genuine recovery or a bear market trap.","Bitcoin's Realized HODL Multiple rising to highest level since May 2022, indicating shift in market dynamics with longer-term holders starting to spend coins and new demand inflows, combined with improving macro conditions as Fed rate hike cycle appears near completion and US inflation falling toward 2% target.","Bitcoin rallied nearly 40% in January 2023, trading in upper $22,000s and on course for best monthly performance since October 2021. Bitcoin surged above 200-Day SMA and Realized Price levels, with potential upside targets of $25,500 and $30,000 if resistance at $23,000 is broken.",bullish,BTC
307,2023-01-23,https://cryptonews.com/news/crypto-billionaire-arthur-hayes-says-bitcoin-may-crash-back-down-if-happens-heres-what-you-need-know.htm,0,"Former BitMEX CEO Arthur Hayes warns that Bitcoin's recent gains could be erased if the Federal Reserve doesn't pivot from its rate-hiking policies. Hayes argues the crypto rally may be driven by expectations of resumed Fed money printing, but if the Fed continues Quantitative Tightening, Bitcoin could crash back to previous lows. Major cryptocurrencies have surged over 30% in the past month, with Bitcoin reaching $23,000 and Ethereum hitting $1,674.","Expectations of Federal Reserve policy pivot away from rate hikes and Quantitative Tightening, potentially leading to resumed money printing amid declining inflation rates","Bitcoin surged to over $23,000 (highest in 5+ months), Ethereum reached $1,674, both coins up more than 30% over the past month",mixed,"BTC,ETH"
308,2023-01-24,https://cryptonews.com/news/brazil-argentina-want-create-new-currency-bitcoiners-suggest-adopting-btc.htm,0,"Brazil and Argentina are considering creating a common currency called 'sur' to reduce USD reliance and boost regional trade. Bitcoin advocates, including Coinbase CEO Brian Armstrong, suggest the countries should adopt Bitcoin instead of creating another fiat currency. The proposal has sparked debate about cryptocurrency adoption in Latin America, where both countries face significant inflation challenges. Argentina's inflation rate exceeded 90% last year, while Brazil hit an all-time high inflation rate in June, driving increased crypto adoption in both nations.","Brazil and Argentina's proposal to create a common currency called 'sur' and ongoing hyperinflation issues in both countries (Argentina over 90% inflation, Brazil hitting all-time high inflation)","No specific price movements mentioned, but increased discussion and advocacy for Bitcoin adoption as legal tender in Latin America, with growing crypto adoption and stablecoin usage in both countries",bullish,BTC
309,2023-01-25,https://cryptonews.com/news/blockstream-secures-125-million-funding-for-bitcoin-mining-operations.htm,0,"Blockstream secured $125 million in funding to expand its Bitcoin mining facilities amid strong demand for institutional hosting services. The funding comes despite a challenging 2022 for the mining industry, with Bitcoin prices dropping nearly 70% from all-time highs and several major mining companies facing bankruptcy. Bitcoin mining difficulty recently increased by 10%, suggesting more miners are coming back online as prices recover. Mining companies sold nearly 100% of their mined Bitcoin in 2022 to survive the market downturn.","Strong demand for institutional Bitcoin mining hosting services and industry-wide shortage of available power capacity, coupled with signs of mining recovery as Bitcoin prices begin to recover","Bitcoin mining difficulty increased by around 10% in the latest adjustment, indicating more miners coming back online; Bitcoin and other digital assets dropped almost 70% from all-time highs during 2022; Mining companies sold approximately 99% of mined Bitcoin (40,300 of 40,700 BTC) in 2022",mixed,BTC
310,2023-01-25,https://cryptonews.com/news/cme-bitcoin-futures-open-interest-surges-record-21-as-institutional-participation-increases.htm,0,"Bitcoin futures open interest at CME has surged to near all-time highs at 21%, indicating growing institutional participation in BTC futures. Bitcoin has rallied strongly to start 2023, surging over $23,000 for the first time in four months and gaining over 35% year-to-date. Bitcoin futures contracts have started trading at a premium to spot markets for the first time since FTX's collapse. This institutional activity comes after a difficult 2022 where CME's crypto derivatives volumes declined significantly.","Growing institutional participation in BTC futures, with investors purchasing heavily discounted GBTC and hedging through CME futures after Genesis disclosed Gemini's sale of 30.9 million GBTC shares during bankruptcy filing.","Bitcoin surged to over $23,000, up more than 35% year-to-date. CME's share of total BTC futures open interest reached 21%, near all-time highs. Bitcoin futures started trading at a premium to spot market and returned to contango.",bullish,"BTC,ETH"
311,2023-01-25,https://cryptonews.com/news/why-bitcoin-price-breaking-resistance-between-23k-25k-could-massively-bullish.htm,0,"Bitcoin is consolidating below the key $23,000 resistance level, currently trading at $22,600 after a 1.5% decline in 24 hours, though still up nearly 50% from November lows. The article suggests that breaking through the $23,000-$25,000 resistance could signal the end of the bear market and open a path to $30,000. Technical analysis shows mixed signals with some bearish indicators in the short term, but upcoming US economic data including GDP, PCE inflation data, and consumer sentiment could be key catalysts. The author notes Bitcoin's partial decoupling from the S&P 500 and mentions the upcoming halving event in March 2024 as a positive long-term catalyst.","Key resistance at $23,000 level and upcoming US economic data releases including GDP growth rate, PCE inflation data, and consumer sentiment that will influence Fed policy on interest rate hikes","Bitcoin down 1.5% in past 24 hours to $22,600, but still up almost 50% from November 21 lows; consolidating below $23,000 resistance with potential for retracement to $21,000 or breakthrough to $30,000",mixed,BTC
312,2023-01-25,https://cryptonews.com/news/bitcoin-billionaire-roger-ver-sued-by-genesis-for-21-million-debt-heres-what-happened.htm,0,"Roger Ver, known as 'Bitcoin Jesus', has been sued by Genesis-owned GGC International for failing to meet a $21 million margin call related to crypto options trades that expired in December 2022. This lawsuit comes after Ver was previously served a notice of default by CoinFLEX over alleged unpaid debts of $47 million in USDC. Ver has publicly denied owing money to CoinFLEX and claims they owe him money instead.","Roger Ver's failure to settle cryptocurrency options transactions and meet margin calls, resulting in multiple lawsuits from crypto platforms","No specific price movements mentioned, but negative sentiment around a prominent crypto figure facing financial difficulties and legal action",bearish,"BTC,BCH,USDC"
313,2023-01-25,https://cryptonews.com/news/crab-fish-shark-btc-accumulation-stabilizes-what-means-for-bitcoin-price.htm,0,"After the FTX collapse triggered a Bitcoin price drop in November, larger cryptocurrency investors (Crab, Fish, and Shark addresses) accumulated Bitcoin during the dip, with their numbers stabilizing by January. Smaller investors (Shrimp and Plankton addresses) exited the market during this period. The accumulation by informed larger investors has slowed as Bitcoin's price rebounded in January, though smaller investor participation hasn't yet recovered.",FTX cryptocurrency exchange collapse in early November,"Bitcoin price drop led to increased accumulation by larger investors - Crab addresses rose from 760,000 to 824,000, Fish addresses from 135,000 to 139,000, and Shark addresses from 13,700 to 14,050. Bitcoin price rebounded in January, causing accumulation to stabilize.",mixed,BTC
314,2023-01-26,https://cryptonews.com/news/latest-earnings-report-tesla-held-all-of-its-bitcoin-despite-market-turbulence.htm,0,"Tesla held onto its bitcoin holdings during Q4 2022 without buying or selling any digital assets, marking the second consecutive quarter of no trading activity. The company's digital asset holdings decreased from $218m to $184m due to bitcoin's price decline during the quarter. Tesla is estimated to hold approximately 9,720 BTC on its balance sheet, with bitcoin price recovering significantly from $16,500 at quarter-end to $23,000 at the time of reporting.","Tesla's decision to hold bitcoin through the bear market without selling, coupled with bitcoin's natural price recovery from quarterly lows","Bitcoin price gained close to 40% from $16,500 at end of Q4 2022 to $23,000 at time of reporting. Tesla's digital asset holdings decreased from $218m to $184m due to price fluctuations rather than trading activity",neutral,"BTC,DOGE"
315,2023-01-26,https://cryptonews.com/news/bitcoin-miner-sales-slump-three-year-lows-as-capitulation-risks-fade-what-does-mean-for-btc-price.htm,0,"Bitcoin miners are reducing their selling pressure with BTC flows from miner wallets to exchanges at a three-year low, suggesting they are holding Bitcoin in anticipation of further price rises. Bitcoin has rallied nearly 40% this month to the $23,000 area, with growing excitement that the 2022 bear market may be over. Multiple on-chain indicators and technical analysis suggest Bitcoin may be entering a new bull market cycle, with six of eight recovery indicators flashing positive signs.","Bitcoin miners slowing the pace of selling with miner-to-exchange flows at three-year lows, indicating reduced selling pressure and potential transition to buying pressure","Bitcoin price up close to 40% this month and back in the $23,000 area, with Bitcoin Fear & Greed Index moving back into neutral territory above 50 for the first time after prolonged fear period",bullish,BTC
